,country_code,postal_code,latitude,longitude,region_id
348,swe,12464,59.2542117,18.0273541,Enskede-Årsta-Vantör::Bandhagen
349,swe,12466,59.260167,18.0247035,Enskede-Årsta-Vantör::Bandhagen
350,swe,12467,59.2595901,18.0313385,Enskede-Årsta-Vantör::Bandhagen
351,swe,12470,59.2642714,18.0193971,Enskede-Årsta-Vantör::Bandhagen
352,swe,12473,59.2623328,18.0147518,Enskede-Årsta-Vantör::Bandhagen
353,swe,12474,59.2585605,18.0177365,Enskede-Årsta-Vantör::Bandhagen
354,swe,12475,59.2604814,18.0120977,Enskede-Årsta-Vantör::Bandhagen
355,swe,12531,59.2792832,18.0106056,Älvsjö::Älvsjö
356,swe,12533,59.28066829999999,17.9878704,Älvsjö::Älvsjö
357,swe,12534,59.27850449999999,17.9978278,Älvsjö::Älvsjö
358,swe,12535,59.2844273,18.0240513,Älvsjö::Älvsjö
359,swe,12540,59.27588429999999,18.0369932,Enskede-Årsta-Vantör::Älvsjö
360,swe,12541,59.2686544,18.0303495,Enskede-Årsta-Vantör::Älvsjö
361,swe,12544,59.28070669999999,18.0084479,Älvsjö::Älvsjö
362,swe,12545,59.27927409999999,18.0054608,Älvsjö::Älvsjö
363,swe,12547,59.27949539999999,18.0034188,Älvsjö::Älvsjö
364,swe,12555,59.2776043,17.9676321,Älvsjö::Älvsjö
365,swe,12556,59.2735899,17.9749362,Älvsjö::Älvsjö
366,swe,12557,59.2722656,17.9842269,Älvsjö::Älvsjö
367,swe,12558,59.2786401,17.9812348,Älvsjö::Älvsjö
368,swe,12626,59.2991333,17.9887311,Hägersten-Liljeholmen::Hägersten
369,swe,12628,59.29790389999999,17.9999778,Hägersten-Liljeholmen::Hägersten
370,swe,12629,59.2974064,18.0034648,Hägersten-Liljeholmen::Hägersten
371,swe,12631,59.2971622,18.007782,Hägersten-Liljeholmen::Hägersten
372,swe,12632,59.30246469999999,18.0149229,Hägersten-Liljeholmen::Hägersten
373,swe,12633,59.3032944,18.0091098,Hägersten-Liljeholmen::Hägersten
374,swe,12634,59.3022899,18.0109367,Hägersten-Liljeholmen::Hägersten
375,swe,12635,59.30018450000001,18.0074496,Hägersten-Liljeholmen::Hägersten
376,swe,12636,59.30151129999999,17.9981494,Hägersten-Liljeholmen::Hägersten
377,swe,12637,59.2984889,17.9984829,Hägersten-Liljeholmen::Hägersten
378,swe,12638,59.2934389,17.9921766,Hägersten-Liljeholmen::Hägersten
379,swe,12640,59.28540539999999,18.0067878,Älvsjö::Hägersten
380,swe,12641,59.2873947,17.9928445,Älvsjö::Hägersten
381,swe,12647,59.30310060000001,17.9948273,Hägersten-Liljeholmen::Hägersten
382,swe,12648,59.30496240000001,18.002632,Hägersten-Liljeholmen::Hägersten
383,swe,12649,59.3054783,18.0094417,Hägersten-Liljeholmen::Hägersten
384,swe,12650,59.3079066,18.0054549,Hägersten-Liljeholmen::Hägersten
385,swe,12651,59.3092333,17.9961526,Hägersten-Liljeholmen::Hägersten
386,swe,12652,59.30729299999999,17.9915032,Hägersten-Liljeholmen::Hägersten
387,swe,12653,59.30652240000001,17.9838642,Hägersten-Liljeholmen::Hägersten
388,swe,12654,59.3057329,17.9880998,Hägersten-Liljeholmen::Hägersten
389,swe,12655,59.30993299999999,18.000807,Hägersten-Liljeholmen::Hägersten
390,swe,12730,59.2916015,17.9214832,Skärholmen::Skärholmen
391,swe,12733,59.2925416,17.9279509,Skärholmen::Skärholmen
392,swe,12734,59.2936588,17.9384015,Skärholmen::Skärholmen
393,swe,12736,59.2865471,17.9151948,Skärholmen::Skärholmen
394,swe,12737,59.28723350000001,17.9208323,Skärholmen::Skärholmen
395,swe,12738,59.28319550000001,17.9178587,Skärholmen::Skärholmen
396,swe,12739,59.28118980000001,17.9215134,Skärholmen::Skärholmen
